Shp_No;Delivery_day;Plant;Ship-to2;Pallets;GWkg;TT;TT2
557977;02.01.2008;DE17;10100068;2.48;1407.64;GRP;TL
557977;02.01.2008;DE17;10100759;2.71;748.3;GRP;SG
557977;02.01.2008;DE17;10100761;3.42;2575.492;GRP;TL
557977;02.01.2008;DE17;10100803;1.67;342.96;GRP;SG
557977;02.01.2008;DE17;10102563;2;419.97;GRP;SG
557977;02.01.2008;DE17;10106020;0.26;300.4;GRP;SG
557977;02.01.2008;DE17;10106177;1.42;309.45;GRP;SG
557977;02.01.2008;DE17;10106939;2.75;680.2;GRP;SG
557977;02.01.2008;DE17;10106985;1.5;608.29;GRP;SG
557977;02.01.2008;DE17;10108382;2.69;751.78;GRP;SG
557977;02.01.2008;DE17;10108383;1.5;407.7;GRP;SG
557977;02.01.2008;DE17;10108384;1.5;407.7;GRP;SG
557977;02.01.2008;DE17;10172821;0.72;218.56;GRP;SG
557977;02.01.2008;DE17;10173646;1.5;407.7;GRP;SG
557977;02.01.2008;DE17;10209393;2;1113.6;GRP;TL
557977;02.01.2008;DE17;10210354;0.8;184.09;GRP;SG
557978;02.01.2008;DE17;10099592;61.15;11968.1;DIR;KL
557978;02.01.2008;DE17;10107647;5;919.6;GRP;SG
557979;02.01.2008;DE17;10100368;0.5;270;GRP;SG
557980;02.01.2008;DE17;10100221;6.5;1781.4;GRP;TL
557980;02.01.2008;DE17;10106695;40.3;13701.25;DIR;KL
557980;02.01.2008;DE17;10118155;3.34;2207.65;GRP;TL
557981;02.01.2008;DE17;10100094;0.83;217.45;GRP;SG
557981;02.01.2008;DE17;10106014;3.65;2478.059;GRP;TL
557982;02.01.2008;DE17;10100093;3.5;2827.204;GRP;TL
557982;02.01.2008;DE17;10105467;3;982.08;GRP;SG
557982;02.01.2008;DE17;10105613;6.61;3983.242;DIR;TL
557982;02.01.2008;DE17;10105746;9.17;4713.16;DIR;TL
557982;02.01.2008;DE17;10107503;5.91;1417.67;GRP;TL
557983;02.01.2008;DE17;10099433;2.41;486.65;GRP;SG
557983;02.01.2008;DE17;10099450;0.48;395.2;GRP;SG
557983;02.01.2008;DE17;10099493;0.25;47.4;GRP;SG
557983;02.01.2008;DE17;10099531;0.2;29.72;GRP;SG
557983;02.01.2008;DE17;10099532;8.98;5634.131;DIR;TL
557983;02.01.2008;DE17;10100758;1.44;763.054;GRP;SG
557983;02.01.2008;DE17;10103530;0.66;157;GRP;SG
557983;02.01.2008;DE17;10103971;1.32;287.206;GRP;SG
557983;02.01.2008;DE17;10104766;1.36;259.3;GRP;SG
557983;02.01.2008;DE17;10104860;1.06;213.066;GRP;SG
557983;02.01.2008;DE17;10105608;3.33;2458.51;GRP;TL
557983;02.01.2008;DE17;10105619;0.92;458.905;GRP;SG
557983;02.01.2008;DE17;10105625;2.54;1136.072;GRP;TL
557983;02.01.2008;DE17;10106004;1.92;1152.948;GRP;TL
557983;02.01.2008;DE17;10106005;0.2;150.2;GRP;SG
557983;02.01.2008;DE17;10106006;1.61;955.447;GRP;SG
557983;02.01.2008;DE17;10106009;1.52;1024.726;GRP;TL
557983;02.01.2008;DE17;10106011;0.11;127.6;GRP;SG
557983;02.01.2008;DE17;10106278;1.13;205.9;GRP;SG
557983;02.01.2008;DE17;10106331;1.26;386.3;GRP;SG
557983;02.01.2008;DE17;10106824;2;511.4;GRP;SG
557983;02.01.2008;DE17;10159422;3;732.7;GRP;SG
557983;02.01.2008;DE17;10205456;0.41;196.5;GRP;SG
557984;02.01.2008;DE12;10103547;13.37;3271.63;DIR;TL
557985;02.01.2008;DE12;10104310;49;18731.154;DIR;KL
557986;02.01.2008;DE12;10104377;28;15608.4;DIR;KL
557987;02.01.2008;DE12;10101842;48.35;20096.728;DIR;KL
557988;02.01.2008;DE12;10099381;50.43;20274.7;DIR;KL
557989;02.01.2008;DE12;10105467;58;20184;DIR;KL
557991;02.01.2008;DE12;10099546;32.25;13125;DIR;KL
557992;02.01.2008;DE12;10099546;29.56;10955.96;DIR;TL
557993;02.01.2008;DE17;10100373;2.74;1107.524;GRP;TL
557993;02.01.2008;DE17;10100381;3.75;2361.1;GRP;TL
557993;02.01.2008;DE17;10105621;5.47;3011.292;DIR;TL
557993;02.01.2008;DE17;10105744;2.98;1472.25;GRP;TL
557994;02.01.2008;DE17;10099414;6;2436.5;GRP;TL
557994;02.01.2008;DE17;10099574;3.7;1839.266;GRP;TL
557994;02.01.2008;DE17;10100115;10.45;7060.582;DIR;TL
557994;02.01.2008;DE17;10100323;1.17;233.096;GRP;SG
557994;02.01.2008;DE17;10105738;5.5;4127.434;DIR;TL
557995;02.01.2008;DE17;10100354;12.24;6799.471;DIR;TL
557995;02.01.2008;DE17;10106019;6.64;3833.745;DIR;TL
557996;02.01.2008;DE17;10099447;42;12727.074;DIR;KL
557996;02.01.2008;DE17;10099562;0.97;680.211;GRP;SG
557996;02.01.2008;DE17;10099567;7.37;4338.832;DIR;TL
557997;02.01.2008;DE17;10105772;8.48;4386.078;DIR;TL
558001;02.01.2008;DE14;10099506;51.48;22562.094;DIR;KL
558003;02.01.2008;DE12;10099475;53.46;20955.508;DIR;KL
558004;02.01.2008;DE12;10101745;31.08;12391.14;DIR;KL
558005;02.01.2008;DE12;10102498;38.12;17463.6;DIR;KL
558006;02.01.2008;DE12;10101745;56;20235.2;DIR;KL
558007;02.01.2008;DE12;10099467;53.35;19588.188;DIR;KL
558008;02.01.2008;DE12;10099592;47;20055.3;DIR;KL
558009;02.01.2008;DE12;10159848;51.43;20150.288;DIR;KL
558010;02.01.2008;DE12;10101241;3;805.6;GRP;SG
558010;02.01.2008;DE12;10105648;1.25;568;GRP;SG
558011;02.01.2008;DE12;10102126;1.06;177.996;GRP;SG
558011;02.01.2008;DE12;10103046;1.03;168.164;GRP;SG
558011;02.01.2008;DE12;10103756;2;581.04;GRP;SG
558011;02.01.2008;DE12;10104295;1;493.19;GRP;SG
558011;02.01.2008;DE12;10104360;1.06;177.996;GRP;SG
558011;02.01.2008;DE12;10104805;2.92;472.85;GRP;SG
558011;02.01.2008;DE12;10106673;0.82;134.864;GRP;SG
558011;02.01.2008;DE12;10106679;1.06;177.996;GRP;SG
558011;02.01.2008;DE12;10210190;0.99;156.864;GRP;SG
558012;02.01.2008;DE12;10159848;51.2;17641.908;DIR;KL
558013;02.01.2008;DE12;10107515;39.64;16210.82;DIR;KL
558014;02.01.2008;DE12;10103347;4.6;3074.306;DIR;TL
558014;02.01.2008;DE12;10104308;5.18;2453.42;GRP;TL
558015;02.01.2008;DE12;10106169;30;5287.5;DIR;TL
558017;02.01.2008;DE12;10105467;45;21054.24;DIR;KL
558018;02.01.2008;DE12;10102517;7.48;2587.972;GRP;TL
558019;02.01.2008;DE12;10099630;49.2;19762.374;DIR;KL
558020;02.01.2008;DE12;10099381;47.58;20984.82;DIR;KL
558021;02.01.2008;DE12;10099384;22.58;10556.948;DIR;TL
558022;02.01.2008;DE12;10102188;7.08;5086.026;DIR;TL
558022;02.01.2008;DE12;10104965;3.63;2467.314;GRP;TL
558022;02.01.2008;DE12;10105754;13.41;6720.648;DIR;TL
558023;02.01.2008;DE12;10099304;1.51;611.48;GRP;SG
558023;02.01.2008;DE12;10099311;6.27;3650.564;DIR;TL
558023;02.01.2008;DE12;10099622;1;345;GRP;SG
558023;02.01.2008;DE12;10099909;4.17;1211.436;GRP;TL
558023;02.01.2008;DE12;10105634;1.67;979.023;GRP;SG
558024;02.01.2008;DE12;10101874;2.72;445.306;GRP;SG
558024;02.01.2008;DE12;10101969;1.44;228.864;GRP;SG
558024;02.01.2008;DE12;10104643;1.99;330.56;GRP;SG
558024;02.01.2008;DE12;10106087;0.93;152.164;GRP;SG
558024;02.01.2008;DE12;10106101;0.83;164.032;GRP;SG
558024;02.01.2008;DE12;10106672;0.84;133.032;GRP;SG
558024;02.01.2008;DE12;10106930;3;879.24;GRP;SG
558024;02.01.2008;DE12;10171069;1.06;177.996;GRP;SG
558025;02.01.2008;DE12;10104377;29.03;12431.28;DIR;KL
558026;02.01.2008;DE12;10101988;46.39;18436.598;DIR;KL
558027;02.01.2008;DE12;10103170;6.72;6025.23;DIR;TL
558028;02.01.2008;DE12;10105646;6.95;4406.011;DIR;TL
558029;02.01.2008;DE12;10105285;7.28;4879.908;DIR;TL
558030;02.01.2008;DE12;10106720;8.06;4539.34;DIR;TL
558031;02.01.2008;DE12;10101755;3.55;2436.732;GRP;TL
558031;02.01.2008;DE12;10101934;2.95;1985.837;GRP;TL
558031;02.01.2008;DE12;10102367;0.85;146.05;GRP;SG
558031;02.01.2008;DE12;10102498;3;1374.5;GRP;TL
558031;02.01.2008;DE12;10102965;1;276;GRP;SG
558031;02.01.2008;DE12;10104688;5.04;3804.86;DIR;TL
558031;02.01.2008;DE12;10105815;1.68;303.656;GRP;SG
558031;02.01.2008;DE12;10166626;0.25;194;GRP;SG
558032;02.01.2008;DE12;10099234;2.02;389.064;GRP;SG
558032;02.01.2008;DE12;10099614;0.75;263.8;GRP;SG
558032;02.01.2008;DE12;10100059;2.95;1614.39;GRP;TL
558032;02.01.2008;DE12;10100123;5.25;1388.1;GRP;TL
558032;02.01.2008;DE12;10101816;1.81;1475.871;GRP;TL
558032;02.01.2008;DE12;10103490;1.16;198.428;GRP;SG
558032;02.01.2008;DE12;10103964;3.25;2455.73;GRP;TL
558032;02.01.2008;DE12;10104586;2.25;583.6;GRP;SG
558032;02.01.2008;DE12;10105693;1.49;917.153;GRP;SG
558032;02.01.2008;DE12;10107716;0.69;92.8;GRP;SG
558032;02.01.2008;DE12;10206836;1.27;193.2;GRP;SG
558033;02.01.2008;DE12;10099623;19.53;9107.266;DIR;TL
558034;02.01.2008;DE12;10099696;3.23;1944.305;GRP;TL
558034;02.01.2008;DE12;10100133;10.01;4630.425;DIR;TL
558034;02.01.2008;DE12;10104239;9.73;5631.31;DIR;TL
558035;02.01.2008;DE14;10099629;4.27;2608.243;GRP;TL
558035;02.01.2008;DE14;10099999;3.9;2422.304;GRP;TL
558035;02.01.2008;DE14;10100084;1.68;444.1;GRP;SG
558035;02.01.2008;DE14;10101146;0.79;271.78;GRP;SG
558036;02.01.2008;DE14;10099190;5.25;1643.89;GRP;TL
558036;02.01.2008;DE14;10099267;5;1607.49;GRP;TL
558036;02.01.2008;DE14;10099954;5.66;3341.817;DIR;TL
558036;02.01.2008;DE14;10100235;4.6;2882.831;GRP;TL
558037;02.01.2008;DE12;10102479;26;8940.4;DIR;TL
558038;02.01.2008;DE12;10104497;6.61;3209.015;DIR;TL
558038;02.01.2008;DE12;10106982;9.39;2583.754;GRP;TL
558045;02.01.2008;DE12;10101745;28;21232.8;DIR;KL
558055;02.01.2008;DE14;10108184;54.41;23406.748;DIR;KL
558064;02.01.2008;DE12;10099621;9.28;5309.962;DIR;TL
558073;02.01.2008;DE14;10108184;47.49;21307.96;DIR;KL
558074;02.01.2008;DE14;10099407;47;18627.4;DIR;KL
558075;02.01.2008;DE14;10099227;8.21;3949.883;DIR;TL
558075;02.01.2008;DE14;10099960;8.25;4888.453;DIR;TL
558083;02.01.2008;DE12;10099583;4;1253.6;GRP;TL
558112;02.01.2008;DE17;10106373;1.34;424.71;GRP;SG
558116;02.01.2008;DE14;10099670;39.8;16345.28;DIR;KL
558144;02.01.2008;DE14;10101842;58.49;14143.32;DIR;KL
558150;02.01.2008;DE12;10099378;53;20149.04;DIR;KL
558151;02.01.2008;DE14;10188442;39.88;4818.3;DIR;TL
558219;02.01.2008;DE14;10102706;48.14;20044.61;DIR;KL
558236;02.01.2008;DE14;10099955;0.11;18.2;GRP;SG
558236;02.01.2008;DE14;10105616;0.2;31.2;GRP;SG
558311;02.01.2008;DE14;10100331;5.24;3643.877;DIR;TL
558342;02.01.2008;DE17;10099284;1;410.4;GRP;SG
558365;02.01.2008;DE14;10099300;0.03;5.2;GRP;SG
558366;02.01.2008;DE12;10105634;0.02;2.6;GRP;SG
558406;02.01.2008;DE14;10099607;0.08;10.4;GRP;SG
558406;02.01.2008;DE14;10106299;0.02;2.6;GRP;SG
558433;02.01.2008;DE14;10101210;0.04;5.2;GRP;SG
558434;02.01.2008;DE14;10108170;0.06;7.8;GRP;SG
558437;02.01.2008;DE12;10102280;0.03;5.65;GRP;SG
558449;02.01.2008;DE14;10100151;0.76;208.69;GRP;SG
558505;02.01.2008;DE14;10101708;0.28;60.58;GRP;SG
558527;02.01.2008;DE14;10099227;0.06;7.8;GRP;SG
558528;02.01.2008;DE14;10099361;0.06;7.8;GRP;SG
558555;02.01.2008;DE17;10100393;0.06;7.8;GRP;SG
558557;02.01.2008;DE12;10104965;0.02;2.6;GRP;SG
558560;02.01.2008;DE12;10100132;0.02;2.6;GRP;SG
558560;02.01.2008;DE12;10100133;0.12;20.8;GRP;SG
558572;02.01.2008;DE12;10104673;1.8;1409.17;GRP;TL
558572;02.01.2008;DE12;10105280;0.06;7.8;GRP;SG
558591;02.01.2008;DE17;10105265;1.03;492.633;GRP;SG
558599;02.01.2008;DE17;10108107;0.08;13;GRP;SG
558600;02.01.2008;DE17;10139604;0.06;7.8;GRP;SG
558617;02.01.2008;DE17;10106006;0.1;48.01;GRP;SG
558637;02.01.2008;DE17;10099451;0.04;5.2;GRP;SG
557866;03.01.2008;DE12;10099474;49;17275.896;DIR;KL
557869;03.01.2008;DE12;10101745;33;11850.4;DIR;KL
558032;03.01.2008;DE12;10103964;0.38;56.926;GRP;SG
558046;03.01.2008;DE12;10105467;63;20623.68;DIR;KL
558047;03.01.2008;DE12;10099425;56;19939.04;DIR;KL
558050;03.01.2008;DE14;10101862;2.3;1034.113;GRP;TL
558050;03.01.2008;DE14;10102455;0.4;105.446;GRP;SG
558050;03.01.2008;DE14;10103399;1.36;240.816;GRP;SG
558050;03.01.2008;DE14;10104228;1.39;258.816;GRP;SG
558050;03.01.2008;DE14;10105282;1.73;274.616;GRP;SG
558050;03.01.2008;DE14;10106490;1.08;189.966;GRP;SG
558050;03.01.2008;DE14;10108621;2.31;397.952;GRP;SG
558050;03.01.2008;DE14;10160219;2.23;356.222;GRP;SG
558050;03.01.2008;DE14;10164801;1.1;173.616;GRP;SG
558057;03.01.2008;DE12;10120899;55;19166.176;DIR;KL
558091;03.01.2008;DE14;10103755;3;874.08;GRP;SG
558092;03.01.2008;DE14;10101901;3.72;2465.187;GRP;TL
558115;03.01.2008;DE12;10106140;40;15367.116;DIR;KL
558131;03.01.2008;DE12;10099381;55.36;21904.25;DIR;KL
558162;03.01.2008;DE12;10099447;48.1;19136.64;DIR;KL
558186;03.01.2008;DE12;10105467;45.43;17399.83;DIR;KL
558192;03.01.2008;DE12;10101745;57.25;19373.428;DIR;KL
558203;03.01.2008;DE12;10103284;38;12439.68;DIR;KL
558204;03.01.2008;DE12;10099383;56.78;19056.028;DIR;KL
558205;03.01.2008;DE12;10104377;20;6547.2;DIR;TL
558206;03.01.2008;DE12;10099450;49.34;20080.6;DIR;KL
558207;03.01.2008;DE14;10101946;1.7;281.7;GRP;SG
558207;03.01.2008;DE14;10104337;0.98;169.83;GRP;SG
558220;03.01.2008;DE14;10099360;3.23;1883.832;GRP;TL
558220;03.01.2008;DE14;10105515;1.99;1240.148;GRP;TL
558222;03.01.2008;DE12;10099414;49;19623.1;DIR;KL
558232;03.01.2008;DE12;10099474;47;18928.64;DIR;KL
558235;03.01.2008;DE14;10099266;1;371.6;GRP;SG
558235;03.01.2008;DE14;10108061;1;136.8;GRP;SG
558235;03.01.2008;DE14;10207279;2;523;GRP;SG
558236;03.01.2008;DE14;10099995;0.25;88.8;GRP;SG
558241;03.01.2008;DE14;10108184;38;12439.68;DIR;KL
558242;03.01.2008;DE12;10103465;30;8715.612;DIR;TL
558243;03.01.2008;DE14;10101789;1.72;1464.69;GRP;TL
558243;03.01.2008;DE14;10101973;0.98;169.83;GRP;SG
558243;03.01.2008;DE14;10101976;1.19;204.1;GRP;SG
558243;03.01.2008;DE14;10102127;2.19;370.55;GRP;SG
558243;03.01.2008;DE14;10102490;1.19;204.1;GRP;SG
558243;03.01.2008;DE14;10102547;1.19;204.1;GRP;SG
558243;03.01.2008;DE14;10102702;3.26;548.93;GRP;SG
558243;03.01.2008;DE14;10103032;1.9;313.7;GRP;SG
558243;03.01.2008;DE14;10103214;1.21;198.248;GRP;SG
558243;03.01.2008;DE14;10103408;0.71;128.23;GRP;SG
558243;03.01.2008;DE14;10103498;1;397.8;GRP;SG
558243;03.01.2008;DE14;10103886;1.27;214.5;GRP;SG
558243;03.01.2008;DE14;10103919;2.2;1361.018;GRP;TL
558243;03.01.2008;DE14;10103938;1.03;166.664;GRP;SG
558243;03.01.2008;DE14;10104507;1.36;212.23;GRP;SG
558243;03.01.2008;DE14;10104630;1.9;313.7;GRP;SG
558243;03.01.2008;DE14;10104801;1.19;228.1;GRP;SG
558243;03.01.2008;DE14;10104819;0.7;118.532;GRP;SG
558243;03.01.2008;DE14;10106102;1.07;177.064;GRP;SG
558243;03.01.2008;DE14;10106176;1.02;167.564;GRP;SG
558243;03.01.2008;DE14;10106178;1.19;204.1;GRP;SG
558243;03.01.2008;DE14;10106179;0.98;169.83;GRP;SG
558243;03.01.2008;DE14;10106938;1.64;299.3;GRP;SG
558243;03.01.2008;DE14;10106946;0.98;169.83;GRP;SG
558243;03.01.2008;DE14;10106947;0.77;138.4;GRP;SG
558243;03.01.2008;DE14;10106951;0.98;169.83;GRP;SG
558243;03.01.2008;DE14;10107879;1.19;204.1;GRP;SG
558243;03.01.2008;DE14;10140425;0.98;169.83;GRP;SG
558243;03.01.2008;DE14;10189828;1.94;327.174;GRP;SG
558256;03.01.2008;DE14;10099286;1;396.8;GRP;SG
558256;03.01.2008;DE14;10099982;4;980.4;GRP;SG
558256;03.01.2008;DE14;10100390;0.75;102.6;GRP;SG
558256;03.01.2008;DE14;10101101;0.76;107.58;GRP;SG
558256;03.01.2008;DE14;10101228;1;276;GRP;SG
558256;03.01.2008;DE14;10108655;0.42;87.32;GRP;SG
558257;03.01.2008;DE12;10099704;57.07;17968.168;DIR;KL
558259;03.01.2008;DE14;10101771;2.49;1655.798;GRP;TL
558259;03.01.2008;DE14;10101895;1.11;168.282;GRP;SG
558259;03.01.2008;DE14;10101903;1.71;314.999;GRP;SG
558259;03.01.2008;DE14;10101904;1.25;193.8;GRP;SG
558259;03.01.2008;DE14;10101933;0.86;131.282;GRP;SG
558259;03.01.2008;DE14;10102229;0.76;121.464;GRP;SG
558259;03.01.2008;DE14;10102510;0.6;91.632;GRP;SG
558259;03.01.2008;DE14;10102591;1.16;177.964;GRP;SG
558259;03.01.2008;DE14;10104783;1.31;191.732;GRP;SG
558259;03.01.2008;DE14;10104884;1.25;193.8;GRP;SG
558259;03.01.2008;DE14;10106094;1.31;191.732;GRP;SG
558259;03.01.2008;DE14;10106099;2.5;412.246;GRP;SG
558259;03.01.2008;DE14;10145839;1.25;193.8;GRP;SG
558259;03.01.2008;DE14;10173068;1.25;193.8;GRP;SG
558260;03.01.2008;DE14;10101885;0.76;683.84;GRP;SG
558260;03.01.2008;DE14;10104952;1.5;205.2;GRP;SG
558261;03.01.2008;DE12;10099624;2.78;1381.424;GRP;TL
558261;03.01.2008;DE12;10101158;1.41;519.206;GRP;SG
558261;03.01.2008;DE12;10105504;7.01;1675.33;GRP;TL
558261;03.01.2008;DE12;10108654;2.75;736.7;GRP;SG
558261;03.01.2008;DE12;10108658;1.5;372.1;GRP;SG
558265;03.01.2008;DE12;10099381;40.74;19633.768;DIR;KL
558266;03.01.2008;DE14;10101842;59.54;20220.016;DIR;KL
558267;03.01.2008;DE14;10101747;0.88;172.22;GRP;SG
558267;03.01.2008;DE14;10101898;1.25;193.8;GRP;SG
558267;03.01.2008;DE14;10101998;2.48;397.096;GRP;SG
558267;03.01.2008;DE14;10102001;1.25;193.8;GRP;SG
558267;03.01.2008;DE14;10102230;2.25;336.2;GRP;SG
558267;03.01.2008;DE14;10102276;1.5;233.6;GRP;SG
558267;03.01.2008;DE14;10102863;0.44;65.663;GRP;SG
558267;03.01.2008;DE14;10103034;1.25;182.2;GRP;SG
558267;03.01.2008;DE14;10103370;1.25;193.8;GRP;SG
558267;03.01.2008;DE14;10103553;1.02;168.498;GRP;SG
558267;03.01.2008;DE14;10103900;1.34;224.064;GRP;SG
558267;03.01.2008;DE14;10103931;0.53;76.5;GRP;SG
558267;03.01.2008;DE14;10104063;0.76;491.04;GRP;SG
558267;03.01.2008;DE14;10104346;0.62;96.548;GRP;SG
558267;03.01.2008;DE14;10104759;1.5;244.864;GRP;SG
558267;03.01.2008;DE14;10104775;1.25;193.8;GRP;SG
558267;03.01.2008;DE14;10104776;1.08;177.732;GRP;SG
558267;03.01.2008;DE14;10105051;2.83;442;GRP;SG
558267;03.01.2008;DE14;10105783;2.34;402.616;GRP;SG
558267;03.01.2008;DE14;10106091;0.5;86.532;GRP;SG
558267;03.01.2008;DE14;10106093;1.25;193.8;GRP;SG
558267;03.01.2008;DE14;10106098;1.31;191.732;GRP;SG
558267;03.01.2008;DE14;10106945;1;159.6;GRP;SG
558267;03.01.2008;DE14;10106971;0.81;120.532;GRP;SG
558267;03.01.2008;DE14;10155532;1.14;178.114;GRP;SG
558268;03.01.2008;DE12;10103527;45.93;19861.768;DIR;KL
558272;03.01.2008;DE17;10108184;44;15364.8;DIR;KL
558299;03.01.2008;DE14;10099383;45;20914.78;DIR;KL
558304;03.01.2008;DE14;10099554;0.3;179.88;GRP;SG
558304;03.01.2008;DE14;10104533;1.33;208;GRP;SG
558304;03.01.2008;DE14;10107727;0.85;132.6;GRP;SG
558304;03.01.2008;DE14;10174498;3.19;680.15;GRP;SG
558305;03.01.2008;DE14;10099498;2.65;2248.353;GRP;TL
558305;03.01.2008;DE14;10100140;2.56;1093.716;GRP;TL
558305;03.01.2008;DE14;10100143;2.36;1217.891;GRP;TL
558305;03.01.2008;DE14;10100144;2.51;1302.796;GRP;TL
558305;03.01.2008;DE14;10100167;2.49;1540.207;GRP;TL
558305;03.01.2008;DE14;10105740;0.85;253.004;GRP;SG
558305;03.01.2008;DE14;10108152;2;273.6;GRP;SG
558305;03.01.2008;DE14;10108162;0.68;104;GRP;SG
558305;03.01.2008;DE14;10153230;1.38;247.19;GRP;SG
558305;03.01.2008;DE14;10159444;1.5;205.2;GRP;SG
558305;03.01.2008;DE14;10159769;2.19;1213.834;GRP;TL
558306;03.01.2008;DE14;10099645;3.2;806.2;GRP;SG
558306;03.01.2008;DE14;10100135;2.54;1361.999;GRP;TL
558306;03.01.2008;DE14;10100202;1.52;751.066;GRP;SG
558306;03.01.2008;DE14;10107827;5.48;2056.106;GRP;TL
558306;03.01.2008;DE14;10108153;1.71;305.77;GRP;SG
558306;03.01.2008;DE14;10108159;0.68;104;GRP;SG
558306;03.01.2008;DE14;10108165;1.5;205.2;GRP;SG
558306;03.01.2008;DE14;10164238;0.85;121.419;GRP;SG
558306;03.01.2008;DE14;10174659;0.86;159.036;GRP;SG
558306;03.01.2008;DE14;10188442;11.25;2618.7;GRP;TL
558307;03.01.2008;DE14;10099628;5.55;3335.692;DIR;TL
558307;03.01.2008;DE14;10101275;2.74;1431.512;GRP;TL
558307;03.01.2008;DE14;10108160;1.94;350.346;GRP;SG
558308;03.01.2008;DE14;10099919;3.23;1985.198;GRP;TL
558308;03.01.2008;DE14;10099971;3.27;1913.628;GRP;TL
558308;03.01.2008;DE14;10101260;0.97;748.56;GRP;SG
558309;03.01.2008;DE14;10099961;6.74;3695.691;DIR;TL
558310;03.01.2008;DE14;10100107;6.84;3785.21;DIR;TL
558310;03.01.2008;DE14;10100117;10.04;5109.596;DIR;TL
558311;03.01.2008;DE14;10099650;10.96;6313.63;DIR;TL
558311;03.01.2008;DE14;10108372;4.72;1744.28;GRP;TL
558312;03.01.2008;DE17;10105264;3.23;1632.655;GRP;TL
558312;03.01.2008;DE17;10105275;2.75;1857.22;GRP;TL
558312;03.01.2008;DE17;10159548;6;3423.1;DIR;TL
558322;03.01.2008;DE14;10102498;49.36;20328.334;DIR;KL
558333;03.01.2008;DE14;10101970;1.22;202.648;GRP;SG
558333;03.01.2008;DE14;10102181;0.5;270;GRP;SG
558333;03.01.2008;DE14;10102318;0.82;275.767;GRP;SG
558333;03.01.2008;DE14;10102425;0.93;154.232;GRP;SG
558333;03.01.2008;DE14;10102633;1;123.12;GRP;SG
558333;03.01.2008;DE14;10103208;4.52;2809.256;GRP;TL
558333;03.01.2008;DE14;10103656;1.64;1060.954;GRP;TL
558333;03.01.2008;DE14;10103966;2.84;1414.549;GRP;TL
558333;03.01.2008;DE14;10104229;2.9;1502.361;GRP;TL
558333;03.01.2008;DE14;10104323;0.98;169.83;GRP;SG
558333;03.01.2008;DE14;10104732;0.75;108.2;GRP;SG
558333;03.01.2008;DE14;10104847;0.98;169.83;GRP;SG
558333;03.01.2008;DE14;10105569;1.25;188.4;GRP;SG
558333;03.01.2008;DE14;10106092;0.93;119.5;GRP;SG
558333;03.01.2008;DE14;10106118;1.2;205.6;GRP;SG
558333;03.01.2008;DE14;10106956;1.75;262.6;GRP;SG
558333;03.01.2008;DE14;10106962;0.98;169.83;GRP;SG
558333;03.01.2008;DE14;10107585;1.26;217.932;GRP;SG
558337;03.01.2008;DE12;10104274;10.73;7922.103;DIR;TL
558338;03.01.2008;DE14;10099251;0.8;242.96;GRP;SG
558338;03.01.2008;DE14;10099625;0.5;185.8;GRP;SG
558338;03.01.2008;DE14;10121555;0.92;146.259;GRP;SG
558338;03.01.2008;DE14;10126884;2;474.2;GRP;SG
558338;03.01.2008;DE14;10193678;1.25;268.3;GRP;SG
558339;03.01.2008;DE12;10103433;4.55;3456.165;DIR;TL
558340;03.01.2008;DE12;10103401;6.64;3828.652;DIR;TL
558341;03.01.2008;DE14;10101301;12;6588;DIR;TL
558341;03.01.2008;DE14;10108428;11;6039;DIR;TL
558342;03.01.2008;DE17;10099284;45.16;14916.12;DIR;KL
558342;03.01.2008;DE17;10100000;0.5;68.4;GRP;SG
558342;03.01.2008;DE17;10100307;0.5;68.4;GRP;SG
558342;03.01.2008;DE17;10105276;6.12;3715.842;DIR;TL
558358;03.01.2008;DE12;10102704;39.25;13872.64;DIR;KL
558364;03.01.2008;DE17;10099475;30;5060.3;DIR;TL
558365;03.01.2008;DE14;10099307;7.42;2255.52;GRP;TL
558365;03.01.2008;DE14;10099388;0.67;215.98;GRP;SG
558365;03.01.2008;DE14;10099568;0.24;193.8;GRP;SG
558365;03.01.2008;DE14;10100088;1.77;915.36;GRP;SG
558365;03.01.2008;DE14;10101411;0.84;221.21;GRP;SG
558365;03.01.2008;DE14;10105735;3;1786.867;GRP;TL
558365;03.01.2008;DE14;10105753;2.28;1429.492;GRP;TL
558365;03.01.2008;DE14;10105863;2.77;436.764;GRP;SG
558365;03.01.2008;DE14;10106285;0.5;68.4;GRP;SG
558365;03.01.2008;DE14;10106380;2.14;1123.691;GRP;TL
558365;03.01.2008;DE14;10108062;0.5;68.4;GRP;SG
558365;03.01.2008;DE14;10145395;2.51;457.652;GRP;SG
558365;03.01.2008;DE14;10177141;2.46;426.986;GRP;SG
558366;03.01.2008;DE12;10099311;0.25;88.8;GRP;SG
558366;03.01.2008;DE12;10099622;8.58;3532.86;DIR;TL
558366;03.01.2008;DE12;10099909;1.19;652.94;GRP;SG
558366;03.01.2008;DE12;10101452;5;1565;GRP;TL
558366;03.01.2008;DE12;10105634;3.25;1033;GRP;TL
558366;03.01.2008;DE12;10105667;3.5;1137.6;GRP;TL
558366;03.01.2008;DE12;10105673;7.72;4694.076;DIR;TL
558366;03.01.2008;DE12;10106272;2;440.5;GRP;SG
558366;03.01.2008;DE12;10108426;2.54;646.126;GRP;SG
558366;03.01.2008;DE12;10108427;3.16;890.6;GRP;SG
